,_id,ltable_id,rtable_id,ltable_authors,ltable_venue,ltable_year,rtable_authors,rtable_venue,rtable_year,is_matched
307,307,671325,conf/vldb/DarEGP98,"Shaul Dar, Gadi Entin, Shai Geva, Eran Palmon",Very Large Data Bases,1998,"Gadi Entin, Shai Geva, Shaul Dar, Eran Palmon",VLDB,1998,1
309,309,671204,conf/vldb/GrovlenHT98,"&#216;ystein Gr&#248;vlen, Svein-Olaf Hvasshovd, &#216;ystein Torbj&#248;rnsen",Very Large Data Bases,1998,"Øystein Torbjørnsen, Øystein Grøvlen, Svein-Olaf Hvasshovd",VLDB,1998,1
310,310,671203,conf/vldb/Sterling98,Warren Sterling,Very Large Data Bases,1998,Warren Sterling,VLDB,1998,1
311,311,671202,journals/vldb/GibsonKR00,"David Gibson, Jon M. Kleinberg, Prabhakar Raghavan",Very Large Data Bases,1998,"David Gibson, Jon M. Kleinberg, Prabhakar Raghavan",VLDB J.,2000,0
312,312,671202,conf/vldb/GibsonKR98,"David Gibson, Jon M. Kleinberg, Prabhakar Raghavan",Very Large Data Bases,1998,"Prabhakar Raghavan, David Gibson, Jon M. Kleinberg",VLDB,1998,1
314,314,671198,conf/vldb/AnkerstBKS98,"Mihael Ankerst, Bernhard Braunm&#252;ller, Hans-Peter Kriegel, Thomas Seidl",Very Large Data Bases,1998,"Hans-Peter Kriegel, Bernhard Braunmüller, Thomas Seidl, Mihael Ankerst",VLDB,1998,1
315,315,673637,conf/vldb/Cuppens96,Fr&#233;d&#233;ric Cuppens,Very Large Data Bases,1996,Frédéric Cuppens,VLDB,1996,1
316,316,673639,conf/vldb/GyssensL97,"Marc Gyssens, Laks V. S. Lakshmanan",Very Large Data Bases,1997,"Laks V. S. Lakshmanan, Marc Gyssens",VLDB,1997,1
318,318,673643,conf/vldb/NgC97,"Wee Teck Ng, Peter M. Chen",Very Large Data Bases,1997,"Peter M. Chen, Wee Teck Ng",VLDB,1997,1
319,319,673644,conf/vldb/Huyn97,Nam Huyn,Very Large Data Bases,1997,Nam Huyn,VLDB,1997,1
320,320,673645,conf/vldb/AshwinRSSS97,"Srinivas Ashwin, Prasan Roy, S. Seshadri, Abraham Silberschatz, S. Sudarshan",Very Large Data Bases,1997,"S. Sudarshan, Prasan Roy, Abraham Silberschatz, S. Seshadri, Srinivas Ashwin",VLDB,1997,1
323,323,673651,conf/vldb/MorimotoIM97,"Yasuhiko Morimoto, Hiromu Ishii, Shinichi Morishita",Very Large Data Bases,1997,"Shinichi Morishita, Yasuhiko Morimoto, Hiromu Ishii",VLDB,1997,1
324,324,673652,conf/vldb/BaumannFRW97,"Peter Baumann, Paula Furtado, Roland Ritsch, Norbert Widmann",Very Large Data Bases,1997,"Norbert Widmann, Paula Furtado, Peter Baumann, Roland Ritsch",VLDB,1997,1
325,325,673653,conf/vldb/StathatosRB97,"Konstantinos Stathatos, Nick Roussopoulos, John S. Baras",Very Large Data Bases,1997,"Konstantinos Stathatos, John S. Baras, Nick Roussopoulos",VLDB,1997,1
326,326,673498,conf/vldb/CochranePM96,"Roberta Cochrane, Hamid Pirahesh, Nelson Mendon&#231;a Mattos",Very Large Data Bases,1996,"Roberta Cochrane, Hamid Pirahesh, Nelson Mendonça Mattos",VLDB,1996,1
327,327,673497,conf/vldb/AgarwalADGNRS96,"Sameet Agarwal, Rakesh Agrawal, Prasad Deshpande, Ashish Gupta, Jeffrey F. Naughton, Raghu Ramakrishnan, Sunita Sarawagi",Very Large Data Bases,1996,"Sunita Sarawagi, Ashish Gupta, Rakesh Agrawal, Prasad Deshpande, Jeffrey F. Naughton, Sameet Agarwal, Raghu Ramakrishnan",VLDB,1996,1
328,328,673500,conf/vldb/MeoPC96,"Rosa Meo, Giuseppe Psaila, Stefano Ceri",Very Large Data Bases,1996,"Giuseppe Psaila, Stefano Ceri, Rosa Meo",VLDB,1996,1
329,329,673501,conf/vldb/RysNS96,"Michael Rys, Moira C. Norrie, Hans-J&#246;rg Schek",Very Large Data Bases,1996,"Moira C. Norrie, Hans-Jörg Schek, Michael Rys",VLDB,1996,1
330,330,673628,conf/vldb/ChatziantoniouR96,"Damianos Chatziantoniou, Kenneth A. Ross",Very Large Data Bases,1996,"Damianos Chatziantoniou, Kenneth A. Ross",VLDB,1996,1
331,331,673627,conf/vldb/SrivastavaDJL96,"Divesh Srivastava, Shaul Dar, H. V. Jagadish, Alon Y. Levy",Very Large Data Bases,1996,"H. V. Jagadish, Shaul Dar, Divesh Srivastava, Alon Y. Levy",VLDB,1996,1
332,332,673630,conf/vldb/Malaika96,Susan Malaika,Very Large Data Bases,1996,Susan Malaika,VLDB,1996,1
333,333,673629,conf/vldb/Suciu96,Dan Suciu,Very Large Data Bases,1996,Dan Suciu,VLDB,1996,1
334,334,673632,conf/vldb/SarawagiS96,"Sunita Sarawagi, Michael Stonebraker",Very Large Data Bases,1996,"Michael Stonebraker, Sunita Sarawagi",VLDB,1996,1
335,335,673634,conf/vldb/SeshadriLR96,"Praveen Seshadri, Miron Livny, Raghu Ramakrishnan",Very Large Data Bases,1996,"Raghu Ramakrishnan, Miron Livny, Praveen Seshadri",VLDB,1996,1
336,336,673636,conf/vldb/DiwanRSS96,"A. A. Diwan, Sanjeeva Rane, S. Seshadri, S. Sudarshan",Very Large Data Bases,1996,"A. A. Diwan, S. Sudarshan, Sanjeeva Rane, S. Seshadri",VLDB,1996,1
337,337,756661,conf/vldb/RamakrishnanGRSWZ95,"Raghu Ramakrishnan, Hector Garcia-Molina, Gerhard Rossbach, Abraham Silberschatz, Gio Wiederhold, Jaco Zijlstra",Very Large Data Bases,1995,"Gio Wiederhold, Abraham Silberschatz, Gerhard Rossbach, Raghu Ramakrishnan, Jaco Zijlstra, Hector Garcia-Molina",VLDB,1995,1
338,338,757416,conf/vldb/PatonG01,"Norman W. Paton, Carole A. Goble",Very Large Data Bases,2001,"Norman W. Paton, Carole A. Goble",VLDB,2001,1
339,339,756643,conf/vldb/DeutschPT99,"Alin Deutsch, Lucian Popa, Val Tannen",Very Large Data Bases,1999,"Lucian Popa, Alin Deutsch, Val Tannen",VLDB,1999,1
341,341,758363,conf/vldb/ShatdalKN94,"Ambuj Shatdal, Chander Kant, Jeffrey F. Naughton",Very Large Data Bases,1994,"Jeffrey F. Naughton, Ambuj Shatdal, Chander Kant",VLDB,1994,1
343,343,758371,conf/vldb/FankhauserGLMT98,"Peter Fankhauser, Georges Gardarin, M. Lopez, J. Mu&#241;oz, Anthony Tomasic",Very Large Data Bases,1998,"Anthony Tomasic, Peter Fankhauser, J. Muñoz, M. Lopez, Georges Gardarin",VLDB,1998,1
345,345,673655,conf/vldb/SeidlK97,"Thomas Seidl, Hans-Peter Kriegel",Very Large Data Bases,1997,"Thomas Seidl, Hans-Peter Kriegel",VLDB,1997,1
346,346,673654,conf/vldb/FlorescuKLP97,"Daniela Florescu, Daphne Koller, Alon Y. Levy",Very Large Data Bases,1997,"Alon Y. Levy, Daniela Florescu, Daphne Koller",VLDB,1997,1
347,347,673661,conf/vldb/PellenkoftLK97,"Arjan Pellenkoft, C&#233;sar A. Galindo-Legaria, Martin L. Kersten",Very Large Data Bases,1997,"César A. Galindo-Legaria, Martin L. Kersten, Arjan Pellenkoft",VLDB,1997,1
348,348,673660,conf/vldb/WhiteheadSM97,"Steven D. Whitehead, Himanshu Sinha, Michael Murphy",Very Large Data Bases,1997,"Steven D. Whitehead, Himanshu Sinha, Michael Murphy",VLDB,1997,1
350,350,673658,conf/vldb/SellisRF97,"Timos K. Sellis, Nick Roussopoulos, Christos Faloutsos",Very Large Data Bases,1997,"Nick Roussopoulos, Christos Faloutsos, Timos K. Sellis",VLDB,1997,1
352,352,673664,conf/vldb/KraissW97,"Achim Kraiss, Gerhard Weikum",Very Large Data Bases,1997,"Achim Kraiss, Gerhard Weikum",VLDB,1997,1
356,356,673666,conf/vldb/EicklerKK97,"Andr&#233; Eickler, Alfons Kemper, Donald Kossmann",Very Large Data Bases,1997,"André Eickler, Alfons Kemper, Donald Kossmann",VLDB,1997,1
357,357,673325,conf/vldb/Toivonen96,Hannu Toivonen,Very Large Data Bases,1996,Hannu Toivonen,VLDB,1996,1
359,359,673328,conf/vldb/FaloutsosMS96,"Christos Faloutsos, Yossi Matias, Abraham Silberschatz",Very Large Data Bases,1996,"Abraham Silberschatz, Christos Faloutsos, Yossi Matias",VLDB,1996,1
360,360,673321,conf/vldb/PoosalaI96,"Viswanath Poosala, Yannis E. Ioannidis",Very Large Data Bases,1996,"Viswanath Poosala, Yannis E. Ioannidis",VLDB,1996,1
361,361,673323,conf/vldb/AcharyaFZ96,"Swarup Acharya, Michael J. Franklin, Stanley B. Zdonik",Very Large Data Bases,1996,"Swarup Acharya, Stanley B. Zdonik, Michael J. Franklin",VLDB,1996,1
363,363,673334,conf/vldb/Gawlick96,Dieter Gawlick,Very Large Data Bases,1996,Dieter Gawlick,VLDB,1996,1
364,364,673461,conf/vldb/ChaudhuriS96,"Surajit Chaudhuri, Kyuseok Shim",Very Large Data Bases,1996,"Surajit Chaudhuri, Kyuseok Shim",VLDB,1996,1
366,366,673463,conf/vldb/Raghavan96,Vijay V. Raghavan,Very Large Data Bases,1996,Vijay V. Raghavan,VLDB,1996,1
367,367,673330,conf/vldb/BouganimFV96,"Luc Bouganim, Daniela Florescu, Patrick Valduriez",Very Large Data Bases,1996,"Luc Bouganim, Daniela Florescu, Patrick Valduriez",VLDB,1996,1
368,368,673332,conf/vldb/Levy96,Alon Y. Levy,Very Large Data Bases,1996,Alon Y. Levy,VLDB,1996,1
369,369,673308,conf/vldb/CabreraRH95,"Luis-Felipe Cabrera, Robert Rees, Wayne Hineman",Very Large Data Bases,1995,"Robert Rees, Luis-Felipe Cabrera, Wayne Hineman",VLDB,1995,1
370,370,673311,conf/vldb/FlodinR95,"Staffan Flodin, Tore Risch",Very Large Data Bases,1995,"Tore Risch, Staffan Flodin",VLDB,1995,1
371,371,673309,conf/vldb/TreschPL95,"Markus Tresch, Neal Palmer, Allen Luniewski",Very Large Data Bases,1995,"Allen Luniewski, Markus Tresch, Neal Palmer",VLDB,1995,1
372,372,673303,conf/vldb/SeligmanBNSW95,"Leonard J. Seligman, Nicholas J. Belkin, Erich J. Neuhold, Michael Stonebraker, Gio Wiederhold",Very Large Data Bases,1995,"Michael Stonebraker, Nicholas J. Belkin, Gio Wiederhold, Erich J. Neuhold, Leonard J. Seligman",VLDB,1995,1
373,373,673306,conf/vldb/Madnick95,Stuart E. Madnick,Very Large Data Bases,1995,Stuart E. Madnick,VLDB,1995,1
374,374,673317,conf/vldb/LeslieJBY95,"Harry Leslie, Rohit Jain, Dave Birdsall, Hedieh Yaghmai",Very Large Data Bases,1995,"Dave Birdsall, Hedieh Yaghmai, Harry Leslie, Rohit Jain",VLDB,1995,1
375,375,673318,conf/vldb/ReuterCGSW95,"Andreas Reuter, Stefano Ceri, Jim Gray, Betty Salzberg, Gerhard Weikum",Very Large Data Bases,1995,"Jim Gray, Betty Salzberg, Stefano Ceri, Andreas Reuter, Gerhard Weikum",VLDB,1995,1
377,377,673312,conf/vldb/ChaudhuriGS95,"Surajit Chaudhuri, Shahram Ghandeharizadeh, Cyrus Shahabi",Very Large Data Bases,1995,"Surajit Chaudhuri, Shahram Ghandeharizadeh, Cyrus Shahabi",VLDB,1995,1
379,379,673487,conf/vldb/FaloutsosG96,"Christos Faloutsos, Volker Gaede",Very Large Data Bases,1996,"Christos Faloutsos, Volker Gaede",VLDB,1996,1
380,380,673488,conf/vldb/Suciu96a,Dan Suciu,Very Large Data Bases,1996,Dan Suciu,VLDB,1996,1
381,381,673485,conf/vldb/GardarinST96,"Georges Gardarin, Fei Sha, Zhao-Hui Tang",Very Large Data Bases,1996,"Zhao-Hui Tang, Fei Sha, Georges Gardarin",VLDB,1996,1
382,382,673486,conf/vldb/Sacks-Davis96,Ron Sacks-Davis,Very Large Data Bases,1996,Ron Sacks-Davis,VLDB,1996,1
383,383,673483,conf/vldb/Klots96,Boris Klots,Very Large Data Bases,1996,Boris Klots,VLDB,1996,1
385,385,673482,conf/vldb/GuptaM96,"Ashish Gupta, Inderpal Singh Mumick",Very Large Data Bases,1996,"Inderpal Singh Mumick, Ashish Gupta",VLDB,1996,1
387,387,673494,conf/vldb/ShuklaDNR96,"Amit Shukla, Prasad Deshpande, Jeffrey F. Naughton, Karthikeyan Ramasamy",Very Large Data Bases,1996,"Jeffrey F. Naughton, Amit Shukla, Karthikeyan Ramasamy, Prasad Deshpande",VLDB,1996,1
388,388,673491,conf/vldb/ShaferAM96,"John C. Shafer, Rakesh Agrawal, Manish Mehta",Very Large Data Bases,1996,"John C. Shafer, Rakesh Agrawal, Manish Mehta",VLDB,1996,1
390,390,673489,conf/vldb/Sullivan96,Mark Sullivan,Very Large Data Bases,1996,Mark Sullivan,VLDB,1996,1
391,391,673470,conf/vldb/Bhashyam96,Ramesh Bhashyam,Very Large Data Bases,1996,Ramesh Bhashyam,VLDB,1996,1
392,392,673467,conf/vldb/Mattos96,Nelson Mendon&#231;a Mattos,Very Large Data Bases,1996,Nelson Mendonça Mattos,VLDB,1996,1
393,393,673466,conf/vldb/SevcikK96,"Kenneth C. Sevcik, Nick Koudas",Very Large Data Bases,1996,"Kenneth C. Sevcik, Nick Koudas",VLDB,1996,1
394,394,673465,conf/vldb/CareyD96,"Michael J. Carey, David J. DeWitt",Very Large Data Bases,1996,"David J. DeWitt, Michael J. Carey",VLDB,1996,1
395,395,673464,conf/vldb/ViverosNR96,"Marisa S. Viveros, John P. Nearhos, Michael J. Rothman",Very Large Data Bases,1996,"Michael J. Rothman, John P. Nearhos, Marisa S. Viveros",VLDB,1996,1
396,396,673480,conf/vldb/BerckenS96,"Jochen Van den Bercken, Bernhard Seeger",Very Large Data Bases,1996,"Jochen Van den Bercken, Bernhard Seeger",VLDB,1996,1
397,397,673479,conf/vldb/StaudtJ96,"Martin Staudt, Matthias Jarke",Very Large Data Bases,1996,"Martin Staudt, Matthias Jarke",VLDB,1996,1
399,399,673477,conf/vldb/LabioG96,"Wilburt Labio, Hector Garcia-Molina",Very Large Data Bases,1996,"Hector Garcia-Molina, Wilburt Labio",VLDB,1996,1
400,400,673476,conf/vldb/McKennaBHT96,"William J. McKenna, Louis Burger, Chi Hoang, Melissa Truong",Very Large Data Bases,1996,"Melissa Truong, Louis Burger, William J. McKenna, Chi Hoang",VLDB,1996,1
401,401,673475,conf/vldb/BertinoBFS96,"Elisa Bertino, Claudio Bettini, Elena Ferrari, Pierangela Samarati",Very Large Data Bases,1996,"Elena Ferrari, Pierangela Samarati, Claudio Bettini, Elisa Bertino",VLDB,1996,1
402,402,673472,conf/vldb/Kleewein96,Jim Kleewein,Very Large Data Bases,1996,Jim Kleewein,VLDB,1996,1
403,403,767097,journals/vldb/FerrariAABC02,"E. Ferrari, N.R. Adam, V. Atluri, E. Bertino, U. Capuozzo",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2002,"Ugo Capuozzo, Elena Ferrari, Vijayalakshmi Atluri, Elisa Bertino, Nabil R. Adam",VLDB J.,2002,1
404,404,767134,journals/vldb/MecellaP01,"Massimo Mecella, Barbara Pernici",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001,"Barbara Pernici, Massimo Mecella",VLDB J.,2001,1
405,405,767133,journals/vldb/AtluriJY03,"Fabio Casati, Ming-Chien Shan, Dimitrios Georgakopoulos",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001,"Vijay Atluri, Anupam Joshi, Yelena Yesha",VLDB J.,2003,0
407,407,765219,journals/vldb/AtluriJY03,"Paolo Atzeni, Alberto O. Mendelzon",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000,"Vijay Atluri, Anupam Joshi, Yelena Yesha",VLDB J.,2003,0
408,408,765219,journals/vldb/AbbadiSW01,"Paolo Atzeni, Alberto O. Mendelzon",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000,"Kyu-Young Whang, Gunter Schlageter, Amr El Abbadi",VLDB J.,2001,0
409,409,767142,journals/vldb/AtluriJY03,"Amr El Abbadi, Gunter Schlageter, Kyu-Young Whang",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001,"Vijay Atluri, Anupam Joshi, Yelena Yesha",VLDB J.,2003,0
410,410,767142,journals/vldb/AbbadiSW01,"Amr El Abbadi, Gunter Schlageter, Kyu-Young Whang",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001,"Kyu-Young Whang, Gunter Schlageter, Amr El Abbadi",VLDB J.,2001,1
411,411,953239,journals/vldb/AtluriJY03,"Vijay Atluri, Anupam Joshi, Yelena Yesha",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003,"Vijay Atluri, Anupam Joshi, Yelena Yesha",VLDB J.,2003,1
412,412,953239,journals/vldb/AbbadiSW01,"Vijay Atluri, Anupam Joshi, Yelena Yesha",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003,"Kyu-Young Whang, Gunter Schlageter, Amr El Abbadi",VLDB J.,2001,0
413,413,767131,journals/vldb/FengYLH02,"Ling Feng, Jeffrey Xu Yu, Hongjun Lu, Jiawei Han",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2002,"Jeffrey Xu Yu, Hongjun Lu, Ling Feng, Jiawei Han",VLDB J.,2002,1
414,414,767130,journals/vldb/NanopoulosM02,"Alexandros Nanopoulos, Yannis Manolopoulos",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2002,"Alexandros Nanopoulos, Yannis Manolopoulos",VLDB J.,2002,1
415,415,767096,journals/vldb/MihailaRT02,"George A. Mihaila, Louiqa Raschid, Anthony Tomasic",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2002,"George A. Mihaila, Louiqa Raschid, Anthony Tomasic",VLDB J.,2002,1
416,416,767095,journals/vldb/Navarro02,Gonzalo Navarro,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2002,Gonzalo Navarro,VLDB J.,2002,1
417,417,767094,journals/vldb/RafieiM02,"Davood Rafiei, Alberto O. Mendelzon",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2002,"Davood Rafiei, Alberto O. Mendelzon",VLDB J.,2002,1
418,418,767093,journals/vldb/SaltenisJ02,"Simonas &#352;altenis, Christian S. Jensen",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2002,"Simonas Saltenis, Christian S. Jensen",VLDB J.,2002,1
419,419,764206,journals/vldb/IvesHW02,"Zachary G. Ives, A. Y. Halevy, D. S. Weld",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2002,"Daniel S. Weld, Alon Y. Halevy, Zachary G. Ives",VLDB J.,2002,1
420,420,764205,journals/vldb/ChanFGR02,"C.-Y. Chan, P. Felber, M. Garofalakis, R. Rastogi",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2002,"Rajeev Rastogi, Pascal Felber, Chee Yong Chan, Minos N. Garofalakis",VLDB J.,2002,1
421,421,764201,journals/vldb/JagadishACLNPPSWWY02,"H. V. Jagadish, S. Al-Khalifa, A. Chapman, L. V. S. Lakshmanan, A. Nierman, S. Paparizos, J. M. Patel, D. Srivastava, N. Wiwatwattana, Y. Wu, C. Yu",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2002,"Andrew Nierman, Cong Yu, Jignesh M. Patel, Adriane Chapman, Nuwee Wiwatwattana, H. V. Jagadish, Yuqing Wu, Laks V. S. Lakshmanan, Divesh Srivastava, Shurug Al-Khalifa, Stelios Paparizos",VLDB J.,2002,1
423,423,762472,journals/tods/BeneventanoBS03,"Domenico Beneventano, Sonia Bergamaschi, Claudio Sartori",ACM Transactions on Database Systems (TODS),2003,"Claudio Sartori, Sonia Bergamaschi, Domenico Beneventano",ACM Trans. Database Syst.,2003,1
424,424,762473,journals/tods/KarpSP03,"Richard M. Karp, Scott Shenker, Christos H. Papadimitriou",ACM Transactions on Database Systems (TODS),2003,"Scott Shenker, Christos H. Papadimitriou, Richard M. Karp",ACM Trans. Database Syst.,2003,1
425,425,762474,journals/tods/MelnikG03,"Sergey Melnik, Hector Garcia-Molina",ACM Transactions on Database Systems (TODS),2003,"Hector Garcia-Molina, Sergey Melnik",ACM Trans. Database Syst.,2003,1
426,426,758380,conf/vldb/ChristopheBPV00,"Christophe Bobineau, Luc Bouganim, Philippe Pucheral, Patrick Valduriez",Very Large Data Bases,2000,"Luc Bouganim, Patrick Valduriez, Philippe Pucheral, Christophe Bobineau",VLDB,2000,1
427,427,758381,conf/vldb/AnciauxBBPV01,"Nicolas Anciaux, Christophe Bobineau, Luc Bouganim, Philippe Pucheral, Patrick Valduriez",Very Large Data Bases,2001,"Philippe Pucheral, Christophe Bobineau, Luc Bouganim, Patrick Valduriez, Nicolas Anciaux",VLDB,2001,1
428,428,758375,conf/vldb/Norvag99,Kjetil N&#248;rv&#229;g,Very Large Data Bases,1999,Kjetil Nørvåg,VLDB,1999,1
429,429,758377,conf/vldb/YuV00,"Haifeng Yu, Amin Vahdat",Very Large Data Bases,2000,"Haifeng Yu, Amin Vahdat",VLDB,2000,1
430,430,758378,conf/vldb/ChakrabartiSST00,"Soumen Chakrabarti, Sandeep Srivastava, Mallela Subramanyam, Mitul Tiwari",Very Large Data Bases,2000,"Mallela Subramanyam, Mitul Tiwari, Sandeep Srivastava, Soumen Chakrabarti",VLDB,2000,1
431,431,758379,conf/vldb/YagoubFIV00a,"Khaled Yagoub, Daniela Florescu, Val&#233;rie Issarny, Patrick Valduriez",Very Large Data Bases,2000,"Valérie Issarny, Patrick Valduriez, Khaled Yagoub, Daniela Florescu",VLDB,2000,1
432,432,765507,journals/vldb/LeeSC01,"Chiang Lee, Chi-Sheng Shih, Yaw-Huei Chen",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001,"Yaw-Huei Chen, Chi-Sheng Shih, Chiang Lee",VLDB J.,2001,1
433,433,765240,journals/vldb/TanGO00,"Kian-Lee Tan, Cheng Hian Goh, Beng Chin Ooi",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000,"Cheng Hian Goh, Beng Chin Ooi, Kian-Lee Tan",VLDB J.,2000,1
434,434,765238,journals/vldb/ManegoldBK00,"Stefan Manegold, Peter A. Boncz, Martin L. Kersten",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000,"Peter A. Boncz, Stefan Manegold, Martin L. Kersten",VLDB J.,2000,1
435,435,765239,journals/vldb/RamanRH00,"Vijayshankar Raman, Bhaskaran Raman, Joseph M. Hellerstein",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000,"Bhaskaran Raman, Joseph M. Hellerstein, Vijayshankar Raman",VLDB J.,2000,1
436,436,765237,journals/vldb/JagadishKNS00,"H. V. Jagadish, Olga Kapitskaia, Raymond T. Ng, Divesh Srivastava",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000,"Raymond T. Ng, Divesh Srivastava, H. V. Jagadish, Olga Kapitskaia",VLDB J.,2000,1
437,437,765235,journals/vldb/BernsteinPS00,"Philip A. Bernstein, Shankar Pal, David Shutt",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2000,"David Shutt, Philip A. Bernstein, Shankar Pal",VLDB J.,2000,1
438,438,672176,conf/vldb/DongHLPW01,"Guozhu Dong, Jiawei Han, Joyce M. W. Lam, Jian Pei, Ke Wang",Very Large Data Bases,2001,"Jiawei Han, Ke Wang, Joyce M. W. Lam, Guozhu Dong, Jian Pei",VLDB,2001,1
439,439,672175,conf/vldb/AgrawalSX01,"Rakesh Agrawal, Amit Somani, Yirong Xu",Very Large Data Bases,2001,"Yirong Xu, Rakesh Agrawal, Amit Somani",VLDB,2001,1
440,440,672174,conf/vldb/GilbertKMS01,"Anna C. Gilbert, Yannis Kotidis, S. Muthukrishnan, Martin Strauss",Very Large Data Bases,2001,"Anna C. Gilbert, Martin Strauss, Yannis Kotidis, S. Muthukrishnan",VLDB,2001,1
441,441,672046,conf/vldb/AksoyZF01,"Demet Aksoy, Michael J. Franklin, Stanley B. Zdonik",Very Large Data Bases,2001,"Stanley B. Zdonik, Demet Aksoy, Michael J. Franklin",VLDB,2001,1
442,442,672179,conf/vldb/BlokWZPAKJ01,"Henk Ernst Blok, Menzo Windhouwer, Roelof van Zwol, Milan Petkovic, Peter M. G. Apers, Martin L. Kersten, Willem Jonker",Very Large Data Bases,2001,"Peter M. G. Apers, Milan Petkovic, Roelof van Zwol, Menzo Windhouwer, Henk Ernst Blok, Martin L. Kersten, Willem Jonker",VLDB,2001,1
444,444,672185,conf/vldb/OConnellWG01,"William O'Connell, Andrew Witkowski, Goetz Graefe",Very Large Data Bases,2001,"Goetz Graefe, William O'Connell, Andrew Witkowski",VLDB,2001,1
445,445,672182,conf/vldb/BunkerCCMMW01,"Craig J. Bunker, Latha S. Colby, Richard L. Cole, William J. McKenna, Gopal Mulagund, David Wilhite",Very Large Data Bases,2001,"Latha S. Colby, Gopal Mulagund, Richard L. Cole, Craig J. Bunker, William J. McKenna, David Wilhite",VLDB,2001,1
446,446,672181,conf/vldb/DillKMRST01,"Stephen Dill, Ravi Kumar, Kevin S. McCurley, Sridhar Rajagopalan, D. Sivakumar, Andrew Tomkins",Very Large Data Bases,2001,"Stephen Dill, Andrew Tomkins, Ravi Kumar, Sridhar Rajagopalan, Kevin S. McCurley, D. Sivakumar",VLDB,2001,1
447,447,672189,conf/vldb/BaumgartnerFG01a,"Robert Baumgartner, Sergio Flesca, Georg Gottlob",Very Large Data Bases,2001,"Sergio Flesca, Robert Baumgartner, Georg Gottlob",VLDB,2001,1
448,448,672188,conf/vldb/UrhanF01,"Tolga Urhan, Michael J. Franklin",Very Large Data Bases,2001,"Tolga Urhan, Michael J. Franklin",VLDB,2001,1
449,449,672187,conf/vldb/MorishimaKKT01,"Atsuyuki Morishima, Seiichi Koizumi, Hiroyuki Kitagawa, Satoshi Takano",Very Large Data Bases,2001,"Hiroyuki Kitagawa, Satoshi Takano, Seiichi Koizumi, Atsuyuki Morishima",VLDB,2001,1
450,450,672192,conf/vldb/VeltriCV01,"Sophie Cluet, Pierangelo Veltri, Dan Vodislav",Very Large Data Bases,2001,"Dan Vodislav, Sophie Cluet, Pierangelo Veltri",VLDB,2001,1
451,451,672193,conf/vldb/YangG01,"Beverly Yang, Hector Garcia-Molina",Very Large Data Bases,2001,"Beverly Yang, Hector Garcia-Molina",VLDB,2001,1
452,452,672190,conf/vldb/CasatiDGS01,"Daniela Grigori, Fabio Casati, Umeshwar Dayal, Ming-Chien Shan",Very Large Data Bases,2001,"Fabio Casati, Daniela Grigori, Umeshwar Dayal, Ming-Chien Shan",VLDB,2001,1
453,453,672198,conf/vldb/BohmMSW01,"Klemens B&#246;hm, Michael Mlivoncic, Hans-J&#246;rg Schek, Roger Weber",Very Large Data Bases,2001,"Michael Mlivoncic, Roger Weber, Klemens Böhm, Hans-Jörg Schek",VLDB,2001,1
454,454,672194,conf/vldb/BaumgartnerFG01,"Robert Baumgartner, Sergio Flesca, Georg Gottlob",Very Large Data Bases,2001,"Georg Gottlob, Robert Baumgartner, Sergio Flesca",VLDB,2001,1
455,455,672195,conf/vldb/PereiraFJLS01,"Jo&#227;o Pereira, Fran&#231;oise Fabret, Hans-Arno Jacobsen, Fran&#231;ois Llirbat, Dennis Shasha",Very Large Data Bases,2001,"Françoise Fabret, Dennis Shasha, Hans-Arno Jacobsen, François Llirbat, João Pereira",VLDB,2001,1
456,456,672202,conf/vldb/CooperSFHS01,"Brian Cooper, Neal Sample, Michael J. Franklin, Gisli R. Hjaltason, Moshe Shadmon",Very Large Data Bases,2001,"Brian Cooper, Gísli R. Hjaltason, Michael J. Franklin, Neal Sample, Moshe Shadmon",VLDB,2001,1
